|ReviewDate|ReviewRating|ReviewText|ReviewTitle
1111|on february 18, 2016|4.0 out of 5 stars|very easy to use i have used turbotax for at least the pass six years or more|four stars
1112|on february 18, 2016|5.0 out of 5 stars|great software easy to use!|five stars
1113|on february 18, 2016|5.0 out of 5 stars|i use turbo tax every year and it makes doing taxes quick and simple. amazon sold it to me for a great price. i will probably use the same combination next year.|amazon sold it to me for a great price. i will probably use the same combination ...
1114|on february 18, 2016|5.0 out of 5 stars|item performed as described|five stars
1115|on february 18, 2016|5.0 out of 5 stars|arrived in good condition and worked well for our purposes. wish it could have got us more money back.|arrived in good condition and worked well for our purposes
1116|on february 18, 2016|5.0 out of 5 stars|excellent|five stars
1117|on february 18, 2016|5.0 out of 5 stars|i have used this program for 10 years and have no reason to use any other product.|this is great
1118|on february 18, 2016|4.0 out of 5 stars|"i've been using turbotax for more than 10 years, & for the most part i've been very satisfied with it. i've been able to complete & file my returns quickly & easily, & i've never had any problems with the irs because of any issue related to turbotax. this year's version is likewise satisfactory, except for one small but perplexing snag. at one point in my return, i have to report 2 dollar amounts & the sum of those amounts. as it happens, the two amounts are $xxx.03 & $yyy.47, so the sum is $zzz.50. here's the problem: turbotax instantly rounds every dollar amount up or down to the nearest whole dollar as it is entered, & then uses those whole dollar amounts in its computations. it rounds the first two amounts down, but it rounds their sum up, so the sum appears to be off by $1. it will not let me move on to the next step in the process until i ""correct"" this ""error."" what am i supposed to do?!?! fudge the numbers so i can continue preparing my return? this is poor software design. i hope there's an update that resolves this quandary before april 15."|very good overall, but has a perplexing rounding error problem
1119|on february 18, 2016|1.0 out of 5 stars|still playing games. they haven't learned anything from last year. it is turning my simple book royalties that i've entered under royalties as i have done in the past years in deluxe into reporting the royalty income as a small business income--hence prodding me to upgrade like they did last year! hard to believe they'll make nice and then pull the same tricks. two strikes you are out turbotax!|still playing games! learned nothing from last year's mess!
1120|on february 18, 2016|1.0 out of 5 stars|wow, i've used tt before with no issues, but this edition is awful.  i am mostly referring to the state portion.  i downloaded the ok state tax software and since we were part year residents, entered the time we lived there (52 days). which is about 14% of the year...and tt is calculating that we need to pay taxes on 86% of our income not the 14%.  and there is no way to change it.  sigh, guess i will fill out an ok return by hand, and never buy tt again.|i want my money back!
1121|on february 18, 2016|1.0 out of 5 stars|does not work with surface pro 4 and windows 10. no way to get thru to support. if you buy this you will be sorry.|does not work with surface pro 4 and windows 10 ...
1122|on february 18, 2016|4.0 out of 5 stars|have used turbo tax for years and have been pleased with the results.  this year we gave this as a christmas gift to several relatives.  always useful.|taxed
1123|on february 18, 2016|4.0 out of 5 stars|does as it has in years past.  don't like that you have to be so selective with version (had to make sure that state was included, in years past this was automatic).  however, the product works well and as advertised.|as advertised.
1124|on february 18, 2016|1.0 out of 5 stars|disc was blank. had to return it|one star
1125|on february 18, 2016|5.0 out of 5 stars|turbo tax came in a day early and is exactly what i need.|just what i need.
1126|on february 18, 2016|4.0 out of 5 stars|my taxes are not complicated but it is good to have a tool that will consider any changes to the tax code that may be difficult to find on your own.|my taxes are not complicated but it is good to have a tool that will consider any changes ...
1127|on february 18, 2016|5.0 out of 5 stars|best tax software ever!|five stars
1128|on february 18, 2016|5.0 out of 5 stars|have breen a tt user for years -- this year's is easier than ever.|best yet
1129|on february 18, 2016|5.0 out of 5 stars|easy to navigate.|five stars
1130|on february 18, 2016|5.0 out of 5 stars|easy and through.|five stars
1131|on february 18, 2016|5.0 out of 5 stars|the best|five stars
1132|on february 18, 2016|5.0 out of 5 stars|i have a very simple tax situation. it worked fine for that.|satisfactory for my simple situation
1133|on february 18, 2016|3.0 out of 5 stars|only thing out there. nothing to compare with,|three stars
1134|on february 18, 2016|5.0 out of 5 stars|yes the tax program is great!|five stars
1135|on february 18, 2016|5.0 out of 5 stars|no problems|five stars
1136|on february 17, 2016|4.0 out of 5 stars|good product and it did the job.  i did have some problems with my computer and not just sure what they arose from, but took the program off and the computer restored itself.  no idea if it was the computer or what.  otherwise the program was excellent.|the turbotax solution
1137|on february 17, 2016|5.0 out of 5 stars|i love turbo tax. i used it for several years and have never had any troubles with the irs nor any state. it walks you through each procedure step by step. it also allows you to flag a page and come back to that section when you have more information to input. it's fast and easy to use, especially with the electronic filing.|great product for doing your taxes
1138|on february 17, 2016|4.0 out of 5 stars|i love it. so helpful. no more tax anxiety. no more hr block office visit. i do wish their pricing were more simplified. there are so many hugely different prices between amazon, intuit, best buy, target, huge price differences, and what is included with which (fed only, or fed and state, efile included or extra etc...) is confusing.|i love it. so helpful
1139|on february 17, 2016|5.0 out of 5 stars|i have used it for yearsand easy to use|five stars
1140|on february 17, 2016|5.0 out of 5 stars|i use it every year!|five stars
1141|on february 17, 2016|5.0 out of 5 stars|it worked fine for me, good price.|tax sw
1142|on february 17, 2016|4.0 out of 5 stars|works seamlessly and i'm glad turbotax got the message that putting needed tax forms only on their highest level product was an insult to their loyal customers.|product works as advertised
1143|on february 17, 2016|4.0 out of 5 stars|e-filing as a first user took a little longer than i initially thought. once i got the hang of it everything went mostly ok.|an all right product.
1144|on february 17, 2016|5.0 out of 5 stars|good program just like every year before|easy taxes
1145|on february 17, 2016|4.0 out of 5 stars|easy to use|four stars
1146|on february 17, 2016|3.0 out of 5 stars|i've used turbotax to complete and file our personal taxes for years - very satisfied.  however, this year i needed to file form 4797, which had a limit on page 2 copies available.  i called turbotax support and was transferred to someone who promised to try and resolve the issue and call (or email) me with a possible solution.  i never received a call or email from her.  so i downloaded extra page 2 copies from irs.gov, and was able to complete the form, but these hard copies voided the option to efile.  for the first time in years - i had to file our return by mail.  this isn't the worst problem to have, but i was disappointed that the customer support person did not call back - even if there was no solution to the program limitation - i believed her when she promised to get back to me.|... and file our personal taxes for years - very satisfied. however
1147|on february 17, 2016|5.0 out of 5 stars|getting better every year...i have been using them for about 10 years now and have never had any issues and its easy to get answers to your questions.|getting better every year
1148|on february 17, 2016|3.0 out of 5 stars|when i needed to update the turbotax, my computer froze and i could not continue doing my taxes|three stars
1149|on february 17, 2016|5.0 out of 5 stars|i've used turbotax for several years.  i highly recommend it - i'd never use any other software.|i highly recommend it - i'd never use any other software
1150|on february 17, 2016|5.0 out of 5 stars|easy to use.  walks you through each step.  even if you move from one state to another, it'll calculate your taxes.|turbo tax - easy to use.
1151|on february 17, 2016|5.0 out of 5 stars|"i prepared the taxes for myself and for my 3 grown children. i was able to complete all of the forms, and file everything during one saturday morning. even though i had to pay the filing fees for the kids state taxes, it was still much less than going to a tax preparer and i felt good with the results.
            
            very simple, quick and efficient, which is always a plus in my book!"|well done.
1152|on february 17, 2016|5.0 out of 5 stars|have always used tt, i was able complete my family tax filing in a night.|five stars
1153|on february 17, 2016|5.0 out of 5 stars|does what it is supposed to do!! :)|five stars
1154|on february 17, 2016|2.0 out of 5 stars|the overall system is user friendly, and makes it very easy to file your taxes. but beware of the hidden fees towards that they try to slide in before you submit. you're suppose to get one free state filing, but it's really not free. and besides the fact that you just spent however much on the product, they charge an additional refund processing service fee also. i really enjoyed the product until i got to the additional fees. if they were mentioned anywhere on the box, i wouldn't mind, but they are just like most companies...sneaky.|turbo tax-research your purchase
1155|on february 17, 2016|5.0 out of 5 stars|worked as expected. amazon is great|five stars
1156|on february 16, 2016|5.0 out of 5 stars|it was as simple as ever.|five stars
1157|on february 16, 2016|5.0 out of 5 stars|this has everything you need homeowers|five stars
1158|on february 16, 2016|4.0 out of 5 stars|it is a good program. i have been using it for many years.|four stars
1159|on february 16, 2016|5.0 out of 5 stars|makes filing taxes so much easier|five stars
1160|on february 16, 2016|4.0 out of 5 stars|easy to use|four stars
1161|on february 16, 2016|4.0 out of 5 stars|still forces you to manually remove unnecessary forms that were generated based on superseded data.  some answers are retained while others need to re-answered each time though the process.  some radio buttons allow you select multiple conflicting answers.|good product; could use more usabiliity testing
1162|on february 16, 2016|4.0 out of 5 stars|so far so good|four stars
1163|on february 16, 2016|5.0 out of 5 stars|hate doing taxes but at least feel like we got the program for a good price!  easy to use.|tax helper
1164|on february 16, 2016|5.0 out of 5 stars|easy to use.|five stars
1165|on february 16, 2016|5.0 out of 5 stars|have used it for years.  excellent program.|excellent program.
1166|on february 16, 2016|4.0 out of 5 stars|mostly good, but a few questionable areas.|four stars
1167|on february 16, 2016|5.0 out of 5 stars|great software. i have used it for years, and never a problem.|easy tax preparation
1168|on february 16, 2016|5.0 out of 5 stars|received as expecte|five stars
1169|on february 16, 2016|5.0 out of 5 stars|a great tax product !|five stars
1170|on february 16, 2016|5.0 out of 5 stars|this is a very good program that makes tax preparation easy.|five stars
1171|on february 16, 2016|5.0 out of 5 stars|excellent product have loved it for over 15 years!!!!|love turbotax!!!!!
1172|on february 16, 2016|4.0 out of 5 stars|good for my financial situation. i have used it for about ten years without a problem.|for me, great!.
1173|on february 16, 2016|5.0 out of 5 stars|always do my taxes with turbo tax|five stars
1174|on february 16, 2016|5.0 out of 5 stars|i had fewer problems with tt this year than in years past when i had to spend hours on the phone getting problems corrected. i e-filed on 02/01 and the refund was in my bank account on 02/10 which is more credit for the irs than tt, i assume.|i had fewer problems with tt this year than in ...
1175|on february 16, 2016|1.0 out of 5 stars|tt 2015 does not function correctly on windows 2010. the product fails to update and download state. if your pc has the windows 2010 as of 2/16/2016 there is no fix.|does not function correctly on windows 2010
1176|on february 16, 2016|5.0 out of 5 stars|first time using turbotax for me the 1 job in ca with a interest checking account and healthcare. 1 hour later i finished my taxes at a lower price than hr block.|home with a good computer
1177|on february 16, 2016|4.0 out of 5 stars|"federal tax:  you can improve your presentation of medical, by a review of the high priced items first, like hospital stays, hearing aids, eye glasses, dentists, etc. followed by general other medical costs like doctors.  otherwise it is annoying, but not impossible.
            

            its a great program, one to rebuy next year, as you guys sure ""cover the waterfront!', much better than i alone."|like hospital stays
1178|on february 16, 2016|5.0 out of 5 stars|the best program that was ever written, and fed is free, but the state will cost you, if your taxes are a nightmare then this program is for you|the best program that was ever written
1179|on february 16, 2016|5.0 out of 5 stars|we've used turbo tax for the last 8 years so far.  we think its the best one out there.|we think its the best one out there
1180|on february 16, 2016|5.0 out of 5 stars|great for first timer's, very easy and simple!!|five stars
1181|on february 16, 2016|5.0 out of 5 stars|easy to use and accurate in calculation. i have used turbotax software for more than ten years without any irs checks.|fast. easy. accurate.
1182|on february 16, 2016|5.0 out of 5 stars|i always use turbotax to do my federal and state return.  it makes it so easy to follow.|great job
1183|on february 16, 2016|5.0 out of 5 stars|best software ever --- i have been using it for years ... takes all the worry out of doing your taxes.|best software ever --- i have been using it for ...
1184|on february 16, 2016|5.0 out of 5 stars|great price too !|five stars
1185|on february 16, 2016|5.0 out of 5 stars|"i would give this 5 stars for ease of use.  however, using the state tax forms for arizona, there appears to be a glitch in the calculations for forms 301 and 323 (private school tuition tax credit).  the amounts seem to be scrambled.  i have tried to call for help, but the wait times are 45-65 minutes.
            
            i am changing to 5 stars and adding this note, because once i figured out a couple of tasks, it was very easy and fast."|easy to use.
1186|on february 16, 2016|5.0 out of 5 stars|works great|five stars
1187|on february 16, 2016|4.0 out of 5 stars|have used before and always satisfied with the results.|four stars
1188|on february 16, 2016|2.0 out of 5 stars|deluxe doesn't guide you through small business expenses any more.  looking for another tax program for next year.|two stars
1189|on february 16, 2016|5.0 out of 5 stars|hate doing taxes, but this program makes it a little less painful!  lol  very clear steps in walking you through doing your own taxes.|very simple to use!
1190|on february 16, 2016|5.0 out of 5 stars|good price for this product|five stars
1191|on february 16, 2016|2.0 out of 5 stars|software is fine but they try to nickel and dime for everything. if you need to do multiple states, be prepared to pay an additional $40 and another $20 to e-file. there are cheaper services out there.|software is fine but they try to nickel and dime for everything
1192|on february 16, 2016|5.0 out of 5 stars|we've used this for six years now and will continue to use it.  why pay someone $100+ when you can do it yourself for $40?  it's so easy a trained monkey could do it.|it's so easy a trained monkey could do it
1193|on february 16, 2016|5.0 out of 5 stars|necessary|five stars
1194|on february 16, 2016|5.0 out of 5 stars|as always the only tax software i'll use.|five stars
1195|on february 15, 2016|5.0 out of 5 stars|good deal|five stars
1196|on february 15, 2016|5.0 out of 5 stars|this is a very good product. i have used turbotax since 2012 and it has been very good for the family.|this is a very good product. i have used turbotax since 2012 and ...
1197|on february 15, 2016|3.0 out of 5 stars|your on your own when using this product. multiple times i have called to ask for help and i waited over two hours on hold and still no one answered. i have hung up everytime i have called. i am holding out a little longer than this time, but i can not stay on hold all day and night. the last few times i had to call the us.gov and they answered within 30 minutes. i know there will be wait times, but come on this long!!!|good product if you have no questions. i don't think anyone actually answers the phone. better off calling u.s. gov
1198|on february 15, 2016|1.0 out of 5 stars|"fail!  i can't seem to get my payment for my state e-file to go through.  what pile of junk.  i get ""we're having problems processing your request."""|not working for me.  painful.
1199|on february 15, 2016|4.0 out of 5 stars|back to the original product.  works fine.|works fine.
1200|on february 15, 2016|5.0 out of 5 stars|it works great. i loaded all my transactions from edward jones, which saves me a lot of time. it's repetitively easy to use.  it also costs a whole lot less than paying a tax professional.  i also feel good about being able to do my taxes myself.  i've used turbotax for maybe 15 years or so, and i have always been pleased.|you really can do taxes yourself, even if they are comples.
1201|on february 15, 2016|1.0 out of 5 stars|once again, they're taking away features. and it's buggy as usual.|one star
1202|on february 15, 2016|5.0 out of 5 stars|as described|five stars
1203|on february 15, 2016|1.0 out of 5 stars|b ad product|one star
1204|on february 15, 2016|5.0 out of 5 stars|excellent package|five stars
1205|on february 15, 2016|1.0 out of 5 stars|was not happy with the value of turbo tax . i have been using tt for 15 years, except for last year i used h&r because tt did not offer schedule c forms with deluxe version any longer. they do offer the forms now but no help what so ever for c or for insurance. h&r cost less and is just as good. tt used to be better than h&r because of the added help they used to offer. no difference between products now. save your money h&r is a better value. also tt did not import depreciation expenses from 2014.|was not happy with the value of turbo tax
1206|on february 14, 2016|4.0 out of 5 stars|i used turbo tax deluxe for several years now.it helps keep everything organized.the only objection is the fee to e file a state return, i just file a paper return for the state because i don't want to pay the $20,00 for e filing.|i used turbo tax deluxe for several years now. ...
1207|on february 14, 2016|5.0 out of 5 stars|i have used turbo tax for more than a decade and wouldn't use anything else.  maybe i am used to its format but i find it very user friendly. i am confident that it is getting me the largest refund possible and i especially like the function that calculates the fair market value of my donations to charities.|quick and reliable tax prep
1208|on february 14, 2016|5.0 out of 5 stars|easiest way to do this unpleasant task every year!|easy, fast, accurate taxes
1209|on february 14, 2016|5.0 out of 5 stars|i've been using turbotax for 30 years. wouldn't do my taxes any other way.|five stars
1210|on february 14, 2016|3.0 out of 5 stars|"as stated many times watch the fees! while if you re-read the title of this product you will notice it doesn't say ""efile state"" which is where they get you for the $19. it's extremely misleading; but you can mail the form if you don't want the fee. fed e-file is indeed included with this version.
            

            next year i'm going back to something else; just too many fees no matter which version you buy; i'd prefer to either have the software free and pay the fees or buy the software and have everything included; but i'm sure intuit knows that once people get the the e-filing section they are already too deep in to cancel.
            

            the software itself is good however; although some help items point you in the wrong direction as they haven't been updated. specifically when filling in stocks that are missing cost basis and other fields; the help says to select the ""additional information"" button; but it is not listed as that anymore; instead it is called something relating to employer epp plans or similar. once figuring that out the stock handling was fairly easy; but since my taxes will be much simpler next year; i'm moving on as it's just not worth the nickle and diming."|good software but misleading fee structure
1211|on february 14, 2016|5.0 out of 5 stars|easy to use|easy to use
1212|on february 14, 2016|5.0 out of 5 stars|been using turbo tax for a long time.  when coupled with its deductible online the product is solid and does a good job of maximizing your refund.  menu driven and easy to understand.  no complaints.|easy to use, maximizes deductions
1213|on february 14, 2016|5.0 out of 5 stars|use it every year, and would highly recommend it to everybody.|and would highly recommend it to everybody
1214|on february 14, 2016|5.0 out of 5 stars|"the best keeps on getting better.  i found navigation easy and the results excellent. i especially like the way it seamlessly folded in my deductions from ""that's deductible,"" (also a turbo tax product.) i loved using it and will use it again."|the best gets better
1215|on february 14, 2016|1.0 out of 5 stars|why 5 federal returns and only one state?  i do all my family member taxes but they want 150.00 extra from me for the extra state taxes.  that's ridiculous|ridiculous
1216|on february 14, 2016|5.0 out of 5 stars|the best product for taxes|five stars
1217|on february 14, 2016|5.0 out of 5 stars|easy to use interface, makes doing taxes easy and stress free.|long time user...
1218|on february 14, 2016|5.0 out of 5 stars|great product.  really simplified my taxes and no more paying an accountant.|great product. really simplified my taxes and no more ...
1219|on february 14, 2016|1.0 out of 5 stars|bought cd version. installed, will turn off automatically after couples minutes use. !!!!!  tried to uninstall and re-install, same thing happened.|bought cd version. installed, will turn off automatically ...
1220|on february 14, 2016|1.0 out of 5 stars|"1. warning: beware the tax processing fee, which cost me more than the purchase price of the software.
            
            2. warning: beware of the fee to file state taxes, which i thought this more expensive version of turbotax absorbed in with the purchase price.
            
            3. warning: currently, i've been advised that my tax return has been rejected because an employer's ein is incorrect -- according to turbotax. i compared my w-2 against what is in my turbotax filing and the information matches.
            
            4. warning: the wait time to speak with turbotax -- at least when i called -- was over one hour."|four warnings for you
1221|on february 14, 2016|5.0 out of 5 stars|i have been using this for 5 years.  used to pay $375 for a cpa to do the taxes.  this cost $50 and is very accurate and easy.|accurate and easy
1222|on february 14, 2016|5.0 out of 5 stars|quick and easy to use.|five stars
1223|on february 14, 2016|3.0 out of 5 stars|i have used turbotax for many years but this year was very frustrating. despite the claims that it is compatible with windows 10, it is not. after wasting hours trying to figure out why it would not update the forms i finally gave up. after sleeping on it, i decided to try it on my old laptop running vista. it worked perfectly. so if you are encountering problems with the software not updating and you are running windows 10, that is likely the problem.|not really compatible with windows 10
1224|on february 14, 2016|2.0 out of 5 stars|ok why the game playing on trying to force the efile for an extra $20 why not just make it easy button efile or print, why do i have to figure out a way to back out save it and then print it.  stop the games turbo hack!|state file really?
1225|on february 14, 2016|5.0 out of 5 stars|"the package worked great.  i was disappointed that i was charged another $19.99 to get my state taxes filed although i had paid for ""free"" filing for fed and state with the deluxe package."|the package worked great. i was disappointed that i was charged another ...
1226|on february 13, 2016|5.0 out of 5 stars|i have used turbo tax for the past 7 years. it is pretty much fool proof. i own a home and the deluxe edition covers everything needed. it also will auto fill components you used the prior year if you are using the same computer. i know cds are going out of style but i am an old school kind of guy. it takes me about 2 hours from start to finish to do my taxes with turbotax. no headaches, that's what i like!|fast and easy
1227|on february 13, 2016|5.0 out of 5 stars|great program!  easy to use; regular progress reviews; love it!!|five stars
1228|on february 13, 2016|5.0 out of 5 stars|good program|five stars
1229|on february 13, 2016|5.0 out of 5 stars|very good helping guide to filing your taxes.|five stars
1230|on february 13, 2016|1.0 out of 5 stars|i've been a turbotax user for several years, but my experience using the software this year has been horrific.  i was able to file the first (of two) returns with no problems, but this second one has taken hours to just try to file it, and i am still no closer than i was 12 hrs ago.  i've been on hold on the phone for over 1 1/2 hrs to try to get help, and still have had no help.  i keep getting an error saying the software cannot connect to the turbotax online store, but the network and my computer is functioning fine (i can even go surf the internet...but their software isn't communicating with their own servers).  their online help has been ineffective, and it took the guy several minutes to even get my name and email address correct.  then he spent 10 minutes searching his script for the right answer and then sent me to someone else.  what a rip off!|but the network and my computer is functioning fine (i can even go surf the internet
1231|on february 13, 2016|5.0 out of 5 stars|working with it now.|working
1232|on february 13, 2016|5.0 out of 5 stars|excellent|five stars
1233|on february 13, 2016|5.0 out of 5 stars|easy to use and reliable!|five stars
1234|on february 13, 2016|5.0 out of 5 stars|"best price i could find
            
             turbotax deluxe 2015 federal + state taxes + fed efile tax preparation software - pc/mac disc"|best price i could find
1235|on february 13, 2016|2.0 out of 5 stars|turbo tax deluxe 2015 will not load up on my computer. i have a new windows 10 computer and i can put turbo tax on.|will not operate on windows 10.
1236|on february 13, 2016|5.0 out of 5 stars|what can i say, it's turbo tax and it works.|five stars
1237|on february 13, 2016|5.0 out of 5 stars|this the best if you use mac.|five stars
1238|on february 13, 2016|1.0 out of 5 stars|intuit has entered into high greed!  after purchasing the software, be prepared to pay an additional $39.95 in order to file your state tax.  this amount is excessive! i have used turbotax with filing previous years taxes on both federal and state levels. in the past, the state fee was not so excessive. if it is too late and you have already purchased the 2015 turbotax product, do yourself a favor, and and print out your state's form, and transcribe the appropriate information from your federal form. save yourself the $40.  if you have not purchased the product, do your homework, access free software, and fill out your state tax forms by hand. you will save yourself close to $90.|state tax filing fee, an additional $39.95 in hidden cost.  do not purchase !!!
1239|on february 13, 2016|4.0 out of 5 stars|i didn't like always having to click on continue after entering information.|four stars
1240|on february 13, 2016|5.0 out of 5 stars|makes doing taxes easy.  this year's version even made all of that health care insurance and obamacare nonsense easy to get through so that i could go on to file my taxes.|makes doing taxes easy. this year's version even made all of that ...
1241|on february 13, 2016|4.0 out of 5 stars|i have been using turbo tax for the past 8 years. it is so easy, they walk you through the whole process step by step. you can sit in your pjs, in  the privacy of your own home, where you have everything you need, and complete your taxes in a timely manner. i wouldn't have it any other way.|convenient and easy.
1242|on february 12, 2016|2.0 out of 5 stars|updates are not loading. very frustrating|two stars
1243|on february 12, 2016|5.0 out of 5 stars|was delivered on time.  i have used turbo tax for many years now.  this is a great deal, and so i just couldn't pass it up. most stores want 49.99 for turbotax deluxe. would  recommend.|this is a great deal, and so i just couldn't pass it ...
1244|on february 12, 2016|3.0 out of 5 stars|"disappointed in the limited state ""file by mail"" printouts. they were not limited in previous years. what's up with that, still hand the same price?"|"disappointed in the limited state ""file by mail"" printouts"
1245|on february 12, 2016|5.0 out of 5 stars|have been using turbotax for years. once again, i'm glad i bought this.|consistently good!
1246|on february 12, 2016|5.0 out of 5 stars|better than raisin toast.  all finished, with free filing for federal.|five stars
1247|on february 12, 2016|1.0 out of 5 stars|i read that the intuit people said it would import from h&h block. it doesn't. stick with h&r if you used it last year.|not as advertised
1248|on february 12, 2016|5.0 out of 5 stars|great convenience|five stars
1249|on february 12, 2016|3.0 out of 5 stars|it is getting more complicated every year, i could not post my rollover ira from one bank to the other. to pay for state e-file is a waste, just because it is excepted you still have to wait month for your refund|to pay for state e-file is a waste, just because it is excepted you still have ...
1250|on february 12, 2016|2.0 out of 5 stars|the software is just fine but when i went to e-file my state return i had to pay an additional $19.99 to intuit. you can e-file the federal return for free but your your state return is only free if you mail it in yourself. just be aware it's costing an additional $20.00. intuit says something about it in small print on the back of the box and i just missed it. this is the first time i used the product or did an e-file. just felt kind of deceived.|the software is just fine but when i went to e-file my state return ...
1251|on february 12, 2016|5.0 out of 5 stars|it works, now if we can get the irs to do that ! !|that three page tax code could hurt business, but i wont hold my breath
1252|on february 12, 2016|5.0 out of 5 stars|easy to understand and use. as long as you provide the correct information, it will provide you with a great document.|you provide good input, turbo tax will provide you with great output.
1253|on february 12, 2016|2.0 out of 5 stars|i'm sad that turbotax couldn't do any better than this. i appreciate their ability to bring information from last year's return, but unfortunately they can't figure out my age so a lot of their figuring was wrong. it didn't matter that much so i sent it in anyway, but really, turbotax, can't you read the irs publications?|sad...
1254|on february 12, 2016|2.0 out of 5 stars|this does not include an efiling for state. it will let you prepare 1 state return but then charges $19.99 to file. which is robbery since the online program is doing all states for free and free efiling.|efiling for state is not included!
1255|on february 12, 2016|1.0 out of 5 stars|"filing for ""free"" ended up costing me about $110 for filing for state and federal. additionally, the returns that were ""accepted"" ended up being inaccurate. both federal and state returns were less than was turbotax promised. the tax returns did come with letters explaining why there was a monetary discrepancies, so thankfully the state and federal actually took the time to make sure everything was corrected, unlike turbotax. i will not be using turbotax next year. thanks for screwing me over intuit!"|time to look for a better tax software, this is not it.
1256|on february 12, 2016|5.0 out of 5 stars|excellent software, easy to use.|five stars
1257|on february 12, 2016|4.0 out of 5 stars|very clear and concise directions makes it quite easy to do your taxes. what happened to the one free state you could e-file?, now you have to pay $20 for each you send?|very clear and concise directions makes it quite easy to do your taxes
1258|on february 12, 2016|5.0 out of 5 stars|havn't used it yet,but i used it last year and was pleased.|but i used it last year and was pleased.
1259|on february 12, 2016|5.0 out of 5 stars|always use turbo tax, and this hear thanks to amazon it was cheaper.|five stars
1260|on february 12, 2016|5.0 out of 5 stars|have used this product for years. don't file taxes without it!|five stars
1261|on february 12, 2016|2.0 out of 5 stars|they left out  the tax worksheet for schedule d!|tax w/s for sch d
1262|on february 12, 2016|5.0 out of 5 stars|the software is very pricey but it gets the job done.|five stars
1263|on february 12, 2016|1.0 out of 5 stars|there are several errors in the software where it is not making deductions/calculations.  one example is clery/military housing allowances.  it did this last year, and one of the higher reps/experts acknowledged the problem.  so i had to put the deduction in manually under misc deductions.  the same problem this year.  but now, your wait time for a low level advisor is 80 minutes, and an upper level advisor the hold time is 45-120 minutes.  this is the worst customer service.  your other option is to post the question... but you still get low level advisors and if they dont know the answer, they simply do not reply.  if you use this software, double check every calculation and deduction manually.  they know about the problems and dont fix them.|this is the worst customer service
1264|on february 12, 2016|4.0 out of 5 stars|"i  have been using the deluxe version of turbotax for many years and it still is functional for importing of dividends and capital gains/losses from your financial institution.  the navigation is fairly straight forward and the ability to compare all entries to your previous year's return is helpful for a ""sanity"" check.
            

            my only complaint is, for the second year in a row, i had to search to find out how i enter my identity protection personal id number (provided by mail from the irs if you have reviously been a victim of fraudulent filing with your tax id).  my expectation is that turbotax will ask me for that number just before i am ready to transmit my return.  instead i fortunately remembered that i needed to enter the id number and then had to research how to enter it. this same issue came up last year."|"deluxe version is fine for rmost ""simple"" tax returns"
1265|on february 12, 2016|5.0 out of 5 stars|have used for years, upgrades are good|five stars
1266|on february 12, 2016|5.0 out of 5 stars|i have been filing my tax's with turbotax for the last 5 years and have not had any problems , i love it.  got my 2016 refund back in less than 21 days.|try it you'll like
1267|on february 11, 2016|4.0 out of 5 stars|seems like a big improvement over last year. another nice feature is the download of state automatically.|four stars
1268|on february 11, 2016|5.0 out of 5 stars|turbo tax once again made tax preparation easy and stress free.|five stars
1269|on february 11, 2016|3.0 out of 5 stars|"turbotax did the job of doing  the taxes, but i did find a couple of problems. i entered an investment twice and the checking program didn't catch that.
            
            i'm glad i reviewed the return before i sent it in. also, it's a bit annoying that when you need to re-enter the return,  each time it brings you back to the beginning. there should be an easier way to navigate to the area that you want to work on.
            
            also, the colorado return, which i also purchased, didn't have questions in the program to enter the colorado driver's license information . again, i only found this out when i reread the return on paper. maybe only colorado requires this, but turbotax should be aware of this glitch."|turbotax can be improved
1270|on february 11, 2016|5.0 out of 5 stars|could it be any easier!  thank you turbotax!|five stars
1271|on february 11, 2016|5.0 out of 5 stars|it is so easy to use|five stars
1272|on february 11, 2016|3.0 out of 5 stars|in the past i enjoyed using turbotax. not this year! up dates were difficult and i needed to wait longer to get the forms i needed to upload. i sure hope next year is easier or it may be time to try a different way of doing my taxes!|in the past i enjoyed using turbotax
1273|on february 11, 2016|5.0 out of 5 stars|necessary item to get my taxes done.  have used the product for years.|five stars
1274|on february 11, 2016|5.0 out of 5 stars|turbo tax worked fine.  tax returns were accepted.|turbo tax worked fine. tax returns were accepted
1275|on february 11, 2016|5.0 out of 5 stars|nice tax software. major benefit using year after year so previous years data can be imported and compared.|nice software
1276|on february 11, 2016|5.0 out of 5 stars|i've used turbo tax deluxe for a long time, but last year, it came without the state and you had to purchase it separately- didn't like that at all! this year it back as it was (with the state) under the same price, the price was comfortable.|it came without the state and you had to purchase it separately- didn't like that at all
1277|on february 11, 2016|5.0 out of 5 stars|very thorough to make sure i only pay the taxes that i am required to.|five stars
1278|on february 11, 2016|5.0 out of 5 stars|i've been using turbotax for years. they make taxes as easy as falling off a log|taxes made easy
1279|on february 11, 2016|5.0 out of 5 stars|it was easy to use and i was well pleased with the results.|five stars
1280|on february 11, 2016|5.0 out of 5 stars|great|five stars
1281|on february 11, 2016|4.0 out of 5 stars|disappointed that turbotax does not include a free e-mail for state taxes. probably find another another software program to do my taxes.|disappointed that turbotax does not include a free e-mail for ...
1282|on february 11, 2016|5.0 out of 5 stars|i have used turbotax since the late 90's. it is a reliable reputable program. tried a private tax return preparer one season and a different tax program two other tax seasons always to return to turbotax.|reliability and ease to use is tough to beat
